Payload	Attacker
Dont put your phone on silent mode ok	0
Oh ho. Is this the first time u use these type of words	0
Am I the only one who doesn't stalk profiles?	0
But if she.s drinkin i'm ok.	0
Just wondering, the others just took off	0
Happy new year to u too!	0
Hey...Great deal...Farm tour 9am to 5pm $95/pax, $50 deposit by 16 May	0
Da my birthdate in certificate is in april but real date is today. But dont publish it. I shall give you a special treat if you keep the secret. Any way thanks for the wishes	0
Happy birthday... May all ur dreams come true...	0
Sure! I am driving but will reach my destination soon.	0
K so am I, how much for an 8th? Fifty?	0
Those cocksuckers. If it makes you feel better ipads are worthless garbage novelty items and you should feel bad for even wanting one	0
I tot u reach liao. He said t-shirt.	0
Your right! I'll make the appointment right now.	0
Designation is software developer and may be she get chennai:)	0
I jokin oni lar.. Ü busy then i wun disturb ü.	0
Ok, be careful ! Don't text and drive !	0
I love u 2 babe! R u sure everything is alrite. Is he being an idiot? Txt bak girlie	0
How abt making some of the pics bigger?	0
Why nothing. Ok anyway give me treat	0
Win the newest “Harry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!	0
Just sent again. Do you scream and moan in bed, princess?	0
I wake up long ago already... Dunno, what other thing?	0
Can you call me plz. Your number shows out of coveragd area. I have urgnt call in vasai &amp; have to reach before 4'o clock so call me plz	0
Yeah jay's sort of a fucking retard	0
My exam is for february 4. Wish you a great day.	0
I dont know what to do to come out of this so only am ask questions like this dont mistake me.	0
It's ok lar. U sleep early too... Nite...	0
Oh... Icic... K lor, den meet other day...	0
Sweet, we may or may not go to 4U to meet carlos so gauge patty's interest in that	0
Then she buying today? Ü no need to c meh...	0
Might ax well im there.	0
Just chill for another 6hrs. If you could sleep the pain is not a surgical emergency so see how it unfolds. Okay	0
Were somewhere on Fredericksburg	0
Que pases un buen tiempo or something like that	0
Nothing much, chillin at home. Any super bowl plan?	0
FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk0870241182716 £3/wk	0
Let Ur Heart Be Ur Compass Ur Mind Ur Map Ur Soul Ur Guide And U Will Never loose in world....gnun - Sent via WAY2SMS.COM	0
Goodnight, sleep well da please take care pa. Please.	0
U ned to convince him tht its not possible witot hurting his feeling its the main	0
Good afternoon loverboy ! How goes you day ? Any luck come your way? I think of you, sweetie and send my love across the sea to make you smile and happy	0
Yo dude guess who just got arrested the other day	0
Shuhui say change 2 suntec steamboat? U noe where? Where r u now?	0
Hey i will be really pretty late... You want to go for the lesson first? I will join you. I'm only reaching tp mrt	0
HOT LIVE FANTASIES call now08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB0870..k	0
Alright. I'm out--have a good night!	0
Did you try making another butt.	0
1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)	0
Bears Pic Nick, and Tom, Pete and ... Dick. In fact, all types try gay chat with photo upload call08718730666 (10p/min). 2 stop texts call08712460324	0
Auntie huai juan never pick up her phone	0
Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers.08000839402 or call2optout/LF56	0
i dnt wnt to tlk wid u	0
"We spend our days waiting for the ideal path to appear in front of us.. But what we forget is.. ""paths are made by walking.. not by waiting.."" Goodnight!"	0
"Storming msg: Wen u lift d phne, u say ""HELLO"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? ""Margaret Hello"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person, bt not his girlfrnd... G o o d n i g h t . . .@"	0
That's ok. I popped in to ask bout something and she said you'd been in. Are you around tonght wen this girl comes?	0
Oh k.i think most of wi and nz players unsold.	0
Haha... Where got so fast lose weight, thk muz go 4 a month den got effect... Gee,later we go aust put bk e weight.	0
Thk shld b can... Ya, i wana go 4 lessons... Haha, can go for one whole stretch...	0
Oh ok..	0
Shall i start from hear.	0
Then we wait 4 u lor... No need 2 feel bad lar...	0
No, I decided that only people who care about stuff vote and caring about stuff is for losers	0
Kaiez... Enjoy ur tuition... Gee... Thk e second option sounds beta... I'll go yan jiu den msg u...	0
Actually getting ready to leave the house.	0
K..k..any special today?	0
I've got ten bucks, jay is being noncomittal	0
Where at were hungry too	0
Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.	0
Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18 yrs	0
No..few hours before.went to hair cut .	0
No wonder... Cos i dun rem seeing a silver car... But i thk i saw a black one...	0
No. She's currently in scotland for that.	0
Do you work all this week ?	0
Yes.. now only saw your message..	0
I'll be at mu in like  &lt;#&gt;  seconds	0
"Tell you what, if you make a little spreadsheet and track whose idea it was to smoke to determine who ""smokes too much"" for the entire month of february, I'll come up"	0
For sale - arsenal dartboard. Good condition but no doubles or trebles!	0
Thanks for ve lovely wisheds. You rock	0
You intrepid duo you! Have a great time and see you both soon. 	0
I jus hope its true that  missin me cos i'm really missin him! You haven't done anything to feel guilty about, yet.	0
Wat so late still early mah. Or we juz go 4 dinner lor. Aiya i dunno...	0
"Cool breeze... Bright sun... Fresh flower... Twittering birds... All these waiting to wish u: ""GOODMORNING &amp; HAVE A NICE DAY"" :)"	0
Ya:)going for restaurant..	0
Those ducking chinchillas	0
I am in a marriage function	0
As a registered optin subscriber ur draw 4 £100 gift voucher will be entered on receipt of a correct ans to 80062 Whats No1 in the BBC charts	0
say thanks2. 	0
That's good, because I need drugs	0
Stupid.its not possible	0
U sleeping now.. Or you going to take? Haha.. I got spys wat.. Me online checking n replying mails lor..	0
CLAIRE here am havin borin time & am now alone U wanna cum over 2nite? Chat now09099725823 hope 2 C U Luv CLAIRE xx Calls£1/minmoremobsEMSPOBox45PO139WA	0
Yalru lyfu astne chikku.. Bt innu mundhe lyf ali halla ke bilo (marriage)program edhae, so lyf is nt yet ovr chikku..ali vargu lyfu meow meow:-D	0
Kinda. First one gets in at twelve! Aah. Speak tomo	0
Wat makes u thk i'll fall down. But actually i thk i'm quite prone 2 falls. Lucky my dad at home i ask him come n fetch me already.	0
YOU07801543489 are guaranteed the latests Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word:COLLECT to No:83355! TC-LLC NY-USA 150p/Mt msgrcvd18+	0
Hi its LUCY Hubby at meetins all day Fri & I will B alone at hotel U fancy cumin over? Pls leave msg 2day09099726395 Lucy x Calls£1/minMobsmoreLKPOBOX177HP51FL	0
"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear"	0
Just sent you an email – to an address with incomm in it, is that right?	0
Will do, you gonna be at blake's all night? I might be able to get out of here a little early	0
I'm watching lotr w my sis dis aft. So u wan 2 meet me 4 dinner at nite a not?	0
Why you keeping me away like this	0
Have you always been saying welp?	0
I'm a guy, browsin is compulsory	0
Sorry, I'll call later	0
(I should add that I don't really care and if you can't I can at least get this dude to fuck off but hey, your money if you want it)	0
Tell them no need to investigate about me anywhere.	0
Ok i juz receive..	0
In the end she might still vomit but its okay. Not everything will come out.	0
How are you with moneY...as in to you...money aint a thing....how are you sha!	0
I'm always on yahoo messenger now. Just send the message to me and i.ll get it you may have to send it in the mobile mode sha but i.ll get it. And will reply.	0
I'm putting it on now. It should be ready for  &lt;TIME&gt; 	0
Host-based IDPS for linux systems.	0
HOT LIVE FANTASIES call now08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB0870 is a national rate call	0
Oh my God. I'm almost home	0
Total video converter free download type this in google search:)	0
Sounds like something that someone testing me would sayy	0
When u love someone Dont make them to love u as much as u do. But Love them so much that they dont want to be loved by anyone except you... Gud nit.	0
Hey sweet, I was wondering when you had a moment if you might come to me ? I want to send a file to someone but it won't go over yahoo for them because their connection sucks, remember when you set up that page for me to go to and download the format disc ? Could you tell me how to do that ? Or do you know some other way to download big files ? Because they can download stuff directly from the internet. Any help would be great, my prey ... *teasing kiss*	0
Hows the champ just leaving glasgow!	0
I need to come home and give you some good lovin...	0
Our brand new mobile music service is now live. The free music player will arrive shortly. Just install on your phone to browse content from the top artists.	0
URGENT! Your Mobile No was awarded a £2,000 Bonus Caller Prize on 1/08/03! This is our 2nd attempt to contact YOU! Call0871-4719-523 BOX95QU BT National Rate	0
Are you angry with me. What happen dear	0
Hi:)cts employee how are you?	0
Pls pls find out from aunt nike.	0
Hey what happen de. Are you alright.	0
Should I have picked up a receipt or something earlier	0
Unfortunately i've just found out that we have to pick my sister up from the airport that evening so don't think i'll be going out at all. We should try to go out one of th	0
Horrible bf... I now v hungry...	0
How's it feel? Mr. Your not my real Valentine just my yo Valentine even tho u hardly play!!	0
All sounds good. Fingers . Makes it difficult to type	0
K come to nordstrom when you're done	0
Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..	0
After completed degree. There is no use in joining finance.	0
Good afternoon, my love ! Any job prospects ? Are you missing me ? What do you do ? Are you being lazy and bleak, hmmm ? Or happy and filled with my love ?	0
Me, i dont know again oh	0
Dude sux for snake. He got old and raiden got buff	0
U too...	0
Ok how you dear. Did you call chechi	0
Good sleep is about rhythm. The person has to establish a rhythm that the body will learn and use. If you want to know more :-)	0
Wat r u doing?	0
Just got some gas money, any chance you and the gang want to go on a grand nature adventure?	0
Dnt worry...use ice pieces in a cloth pack.also take 2 tablets.	0
Tmrw. Im finishing 9 doors	0
The  &lt;#&gt; g that i saw a few days ago, the guy wants sell wifi only for  &lt;#&gt;  and with 3g for  &lt;#&gt; . That's why i blanked him.	0
Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy	0
I dont have that much image in class.	0
Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC08718720201 HG/Suite342/2Lands Row/W1J6HL	0
SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now! HG/Suite342/2Lands Row/W1J6HL	0
